years_experience,skills_match_score,education_level,project_count,resume_length
8,89.2,1,5,525
8,76.0,2,10,589
11,100.0,3,16,814
10,56.7,2,11,450
9,64.0,1,13,649
2,75.4,2,9,325
4,86.2,1,7,378
8,93.9,1,10,474
2,64.7,2,12,421
7,85.4,2,14,644
15,92.1,2,19,756
9,79.6,1,4,744
9,92.6,1,16,630
4,65.3,1,7,416
14,73.8,0,13,545
14,75.3,1,19,828
5,64.3,1,11,428
7,88.0,3,12,783
6,52.1,2,5,286
4,92.7,1,7,481
10,79.7,3,17,721
15,94.3,1,19,628
14,68.2,2,19,880
11,68.7,2,17,667
0,62.1,2,6,258
10,92.1,0,12,853
4,54.0,2,13,538
4,57.3,2,1,331
14,94.8,2,22,868
6,73.9,1,7,492
13,85.1,1,14,773
12,78.7,2,10,519
7,84.8,2,12,775
0,68.3,1,3,284
15,73.5,2,11,734
8,85.0,2,8,644
5,74.0,2,8,638
6,88.4,2,5,662
12,100.0,3,15,825
9,77.7,3,10,623
0,54.5,1,5,433
11,71.3,0,11,830
11,91.4,2,13,550
3,90.0,2,12,672
9,73.2,1,8,513
3,65.9,1,4,324
13,67.6,1,13,900
5,49.4,2,2,363
2,62.4,2,10,439
1,74.8,1,2,437
11,89.4,2,18,653
11,65.7,1,20,736
7,57.5,0,8,807
4,64.1,1,7,674
12,90.0,1,15,730
10,60.4,2,15,748
12,86.8,1,8,803
0,56.3,1,4,374
9,81.6,1,20,641
13,89.5,1,15,545
11,100.0,2,15,691
2,35.6,1,7,341
11,100.0,3,20,812
15,90.0,2,20,727
6,84.2,2,12,233
15,51.2,0,22,785
4,83.2,2,6,360
9,76.9,1,13,879
9,73.6,1,14,601
0,78.5,2,6,512
12,57.4,1,6,520
13,91.6,1,15,900
0,52.2,3,6,155
14,60.3,1,16,682
1,68.4,3,10,414
9,94.9,2,13,435
0,69.0,1,1,322
0,51.6,1,6,150
13,75.8,1,11,807
15,91.5,3,20,798
2,57.0,3,7,551
5,65.5,0,9,486
12,100.0,1,9,843
11,83.8,1,6,796
13,100.0,2,14,546
1,83.3,3,10,259
15,95.2,1,12,869
14,69.4,1,10,729
11,59.3,0,14,734
11,88.1,1,15,678
4,82.4,1,5,166
0,41.8,2,5,424
3,56.8,1,5,533
10,74.1,2,15,673
9,74.7,1,12,736
14,89.7,2,15,762
13,96.9,0,13,674
12,100.0,1,17,775
5,54.0,2,9,508
5,64.8,1,10,360
15,77.6,2,18,728
13,100.0,1,16,667
6,53.9,1,13,412
10,97.9,2,16,572
9,85.7,2,14,718
10,88.9,2,13,660
9,66.6,0,6,636
12,70.8,1,12,788
12,73.9,1,11,650
7,69.6,1,11,466
3,72.4,1,3,323
6,56.4,2,11,547
14,70.7,0,16,679
1,66.4,2,4,455
13,89.6,2,22,803
9,93.4,0,11,758
6,100.0,2,8,438
4,71.2,2,9,558
1,54.8,2,3,424
15,95.9,3,17,900
12,95.0,2,11,842
14,100.0,2,20,835
3,72.0,2,9,252
7,81.0,1,16,475
2,73.4,1,10,371
2,34.9,3,12,533
15,94.3,0,5,700
11,87.7,1,18,664
12,87.4,1,13,900
0,63.9,2,9,481
14,80.3,3,15,761
2,75.4,0,8,517
14,66.5,1,13,799
13,76.3,0,16,708
3,67.1,2,12,390
8,63.7,2,13,628
4,71.3,1,6,647
6,50.6,0,8,563
2,100.0,3,7,170
5,70.2,1,11,313
4,57.2,1,9,472
15,90.3,0,15,644
8,90.9,3,11,637
4,75.4,2,11,421
14,93.1,2,14,889
5,84.1,2,9,397
10,87.3,1,7,483
10,77.9,0,11,730
3,59.9,1,6,231
2,51.1,1,6,558
2,43.8,1,4,325
6,84.0,1,12,555
2,55.9,3,8,239
7,74.8,2,11,496
3,63.0,1,3,392
2,66.3,1,5,617
13,64.1,2,18,593
0,84.9,1,8,397
13,92.4,1,17,714
15,100.0,3,10,540
15,41.2,1,5,897
10,64.4,2,14,587
3,62.6,2,5,400
10,44.5,2,11,679
3,68.3,2,9,327
1,70.0,1,3,159
13,90.1,0,16,682
9,90.9,2,6,456
14,87.9,1,15,786
15,85.0,0,13,791
8,88.3,3,14,501
10,79.9,1,15,630
8,95.8,2,12,504
14,76.9,2,15,630
2,61.9,1,9,646
3,92.4,2,11,450
1,41.8,3,6,150
14,84.6,0,15,659
12,100.0,2,11,843
9,68.5,2,12,547
0,38.6,1,6,266
5,62.9,0,6,566
15,77.8,2,12,900
13,72.8,2,19,900
9,97.7,3,12,829
4,74.0,2,9,377
5,75.0,2,7,403
10,67.7,1,14,743
0,47.7,2,6,259
15,93.0,1,15,899
1,51.9,2,5,213
15,100.0,3,18,762
6,68.5,2,15,476
2,69.0,0,7,211
12,82.1,2,14,731
13,47.4,2,11,702
14,98.5,1,25,602
14,85.9,2,12,809
12,99.1,2,13,806
1,60.7,1,6,512
6,56.5,2,3,818
14,83.2,0,11,732
15,84.6,3,19,777
9,83.1,2,7,609
14,70.5,1,14,900
10,100.0,3,20,677
9,50.8,2,14,664
10,53.8,2,14,641
6,97.7,2,10,462
6,90.6,0,5,759
14,100.0,2,18,800
6,56.7,0,10,742
4,72.5,1,6,497
9,83.1,1,13,574
7,64.7,0,5,606
14,76.2,2,12,723
1,66.9,1,4,586
12,96.4,3,15,577
1,50.6,1,7,636
11,70.4,3,11,793
3,64.2,2,6,455
14,81.7,2,16,900
15,97.2,1,15,795
14,98.5,2,15,860
4,41.9,1,8,490
1,77.0,2,3,411
11,87.2,3,13,682
3,74.4,1,8,463
1,54.8,1,5,309
3,48.0,2,6,610
7,75.4,2,13,501
4,63.3,2,9,565
11,40.8,0,11,776
15,98.5,2,21,877
9,80.0,1,15,697
15,90.5,2,11,900
7,59.9,1,11,446
1,49.2,1,5,308
4,96.5,1,11,504
6,45.7,2,10,294
15,100.0,3,16,556
11,71.6,2,17,839
4,73.6,1,13,524
10,70.0,3,6,763
2,89.7,2,6,378
14,100.0,1,18,771
0,73.9,2,10,450
9,97.7,2,9,642
0,56.8,1,6,414
5,63.5,2,10,604
6,61.8,0,6,660
10,69.6,1,8,540
1,81.5,2,8,461
10,63.9,1,20,807
2,60.6,2,8,493
1,69.6,2,10,226
14,62.5,2,17,814
4,82.3,1,5,389
15,71.8,2,16,741
5,92.5,3,13,613
15,87.4,1,18,783
12,66.9,2,8,726
7,76.6,2,11,696
5,64.4,2,12,559
10,87.1,3,21,875
1,74.9,1,3,150
5,67.7,1,9,511
7,70.6,1,5,491
5,75.9,1,9,474
5,69.6,2,9,422
12,72.6,3,22,568
14,97.0,2,21,667
1,84.8,1,7,217
4,68.3,1,7,478
5,79.4,2,9,395
3,54.2,1,7,453
10,88.9,1,8,900
1,80.3,3,3,607
1,62.3,1,2,412
11,90.3,2,10,411
14,91.8,2,17,858
7,60.9,1,10,230
12,100.0,0,12,856
9,79.1,2,10,594
15,86.3,3,17,900
6,84.3,2,11,664
15,99.6,0,9,686
12,73.9,2,14,630
2,90.8,1,5,330
4,84.1,2,7,401
14,94.5,1,18,659
8,100.0,1,13,497
6,55.2,1,10,739
8,82.5,3,11,512
9,81.9,0,13,701
15,100.0,1,17,838
0,62.4,0,4,368
2,60.5,1,11,421
4,80.2,2,12,573
11,87.6,2,13,766
8,69.0,2,13,581
0,61.6,2,7,302
1,34.3,1,4,266
7,79.0,2,10,563
3,76.2,1,9,264
6,88.1,1,10,300
8,70.1,1,7,604
10,99.3,2,13,900
9,85.7,1,11,638
0,98.6,3,6,365
1,75.7,2,11,428
1,28.7,0,4,354
15,77.1,1,13,788
14,83.2,3,7,723
11,77.3,2,7,731
0,74.0,2,8,220
10,82.6,0,13,651
13,100.0,1,20,862
5,73.8,1,12,603
8,68.4,2,20,530
13,100.0,0,9,806
15,76.0,2,7,798
10,53.4,1,11,607
9,63.9,1,10,460
13,69.9,1,16,890
8,91.9,2,12,530
3,64.3,3,7,506
9,98.3,2,12,596
13,75.8,3,20,760
10,57.1,1,11,868
1,41.2,1,3,353
12,91.5,2,17,545
1,80.9,1,10,270
0,54.7,2,8,227
5,54.6,1,6,561
12,100.0,2,9,724
2,39.4,1,7,282
12,87.3,1,18,724
12,93.0,2,9,525
14,99.1,2,12,744
8,79.7,1,13,750
3,45.4,0,6,506
15,91.2,2,18,900
11,100.0,1,13,838
6,61.9,1,9,451
11,70.5,3,15,585
9,75.7,2,7,749
2,43.4,1,3,291
12,89.6,2,14,742
2,76.6,2,10,288
10,79.7,3,14,633
3,56.1,2,6,398
6,68.9,1,13,718
15,100.0,2,12,707
10,66.4,1,10,517
14,88.1,2,14,686
11,90.4,1,18,594
13,96.0,1,15,780
6,93.5,2,6,373
0,56.9,2,5,180
0,64.3,2,5,243
4,51.4,1,5,585
15,100.0,2,20,800
12,76.7,0,12,664
1,71.6,2,8,422
13,85.6,2,13,614
7,54.7,2,7,634
3,64.7,2,6,182
15,85.3,1,21,754
4,76.4,1,3,350
7,77.2,2,11,689
15,80.3,0,25,806
1,29.8,1,3,379
4,71.8,2,6,454
7,73.0,2,4,602
14,60.8,1,15,900
3,60.3,1,15,401
9,61.1,2,12,760
15,89.7,2,11,860
6,52.5,1,20,503
8,80.2,2,6,670
3,49.6,1,6,480
11,79.4,2,13,863
4,53.8,1,11,446
6,41.6,1,11,623
6,49.9,1,7,609
5,45.5,1,5,606
14,80.5,2,15,853
2,56.8,1,7,364
8,99.0,2,12,446
14,99.1,2,14,716
5,47.3,2,7,839
10,74.3,1,13,681
6,79.0,0,5,430
4,48.2,2,7,451
9,73.7,1,15,670
3,71.8,1,6,369
14,40.3,2,16,648
4,73.6,1,4,391
6,79.6,1,4,579
7,45.8,1,13,646
14,100.0,2,22,860
12,90.0,0,10,657
13,59.8,2,17,702
6,73.3,1,10,694
12,87.8,1,17,809
13,94.6,1,10,626
13,91.6,0,13,812
1,52.4,1,8,271
5,66.5,1,6,656
4,50.7,0,8,621
12,83.1,1,25,900
15,99.6,2,19,669
1,43.8,1,3,453
2,87.8,1,5,491
2,67.1,3,8,598
10,74.7,1,9,614
7,75.8,2,11,577
14,64.7,1,21,830
11,100.0,3,15,550
12,78.0,2,7,744
7,89.0,1,8,460
15,89.1,2,18,736
15,86.7,1,19,805
15,87.9,0,15,804
10,71.5,1,16,613
9,75.0,2,18,703
4,48.4,1,6,485
5,80.7,2,10,445
11,83.7,1,10,659
9,87.3,1,11,720
11,80.8,1,16,647
3,85.8,1,8,592
8,80.3,3,17,381
8,63.5,1,10,708
5,48.8,1,7,606
4,55.7,1,5,477
13,95.7,3,18,823
7,56.7,0,10,645
11,81.5,2,13,799
14,81.4,3,7,791
1,77.6,2,7,432
13,77.6,2,16,857
7,80.0,2,18,599
4,70.2,2,6,613
4,62.1,3,10,361
11,81.3,2,11,411
5,91.4,3,11,384
8,66.5,1,10,727
6,52.3,1,5,671
13,80.0,2,17,623
3,74.2,1,4,412
8,63.3,2,12,565
15,100.0,2,22,858
9,74.9,1,13,567
1,27.7,2,7,522
11,68.2,1,10,755
6,43.4,1,7,494
10,90.2,1,13,565
12,77.3,2,13,803
14,97.0,1,14,800
4,77.4,0,6,533
2,76.3,2,8,372
4,82.6,1,5,400
8,92.3,1,12,632
11,86.5,1,13,792
3,74.0,2,6,500
0,65.4,2,6,150
6,63.9,1,12,482
1,47.3,1,5,433
11,87.9,3,21,896
4,68.4,1,9,446
5,50.1,1,9,708
2,49.0,2,5,481
14,78.6,2,21,718
4,78.0,1,9,440
9,82.0,1,9,695
3,56.6,2,15,536
10,78.9,2,13,512
0,38.8,0,1,205
8,83.5,2,18,346
1,50.6,1,5,263
1,59.0,1,4,293
4,53.2,1,14,452
6,49.4,2,12,520
8,86.8,1,7,466
12,94.9,1,8,573
10,68.9,2,18,685
15,100.0,2,15,866
1,76.3,1,11,378
7,54.1,1,8,557
0,43.6,2,5,425
15,47.4,2,18,767
1,99.8,1,2,570
4,73.7,2,9,442
14,62.1,0,10,762
12,100.0,2,17,571
6,66.4,1,3,626
5,64.4,2,7,449
9,67.5,1,9,851
11,77.8,2,8,579
6,84.1,3,9,522
1,49.9,1,7,371
2,55.5,1,3,473
10,87.2,1,11,758
4,67.6,1,5,336
1,41.5,2,5,377
5,51.2,1,9,555
5,98.0,3,18,731
13,78.8,2,10,531
12,100.0,2,14,726
3,47.4,1,10,433
9,77.9,1,10,627
14,94.7,1,11,717
8,100.0,2,8,679
13,57.1,2,14,589
11,82.2,1,11,562
5,67.0,2,7,542
6,100.0,3,13,372
9,78.7,2,8,584
10,76.2,2,12,605
5,41.8,2,16,413
3,55.7,1,2,415
13,79.6,1,22,900
4,54.2,0,8,430
1,37.5,1,4,401
2,89.2,2,14,554
4,68.5,2,4,293
6,75.0,1,8,693
12,100.0,1,8,735
14,59.5,0,16,565
8,62.1,2,8,550
6,43.4,1,8,591
12,63.2,3,10,625
9,96.8,1,10,479
9,61.2,1,10,587
14,100.0,2,20,644
7,48.8,2,7,150
6,77.6,1,9,515
0,42.5,1,2,291
6,42.9,2,10,614
10,74.0,2,6,870
8,93.3,3,11,738
8,73.2,3,12,620
2,68.4,2,5,338
3,64.9,0,8,525
2,70.1,2,7,623
5,59.6,2,10,618
15,93.5,3,16,742
8,82.3,2,12,457
13,63.1,2,11,840
4,57.8,1,9,432
15,83.6,2,17,900
6,68.4,1,9,586
8,88.8,3,12,613
13,89.8,0,12,767
9,74.0,1,7,550
14,99.5,0,13,659
5,96.9,1,10,561
11,83.0,2,10,781
12,94.5,1,15,722
11,57.4,1,10,696
13,80.7,3,22,813
15,100.0,3,20,733
1,48.7,0,8,360
5,89.5,2,7,344
9,77.9,2,12,349
3,68.8,3,10,413
11,71.0,2,14,660
4,81.0,2,9,222
11,90.7,2,13,834
3,69.0,3,6,663
3,65.2,2,6,351
10,54.5,0,12,490
6,61.6,1,9,374
5,74.9,1,11,367
2,33.7,0,6,490
6,65.8,1,7,637
11,80.2,2,13,496
8,77.4,1,14,619
9,100.0,0,10,900
12,46.2,2,16,818
4,61.3,2,10,510
4,62.4,2,13,518
4,67.8,0,2,583
13,78.8,0,12,900
1,73.5,1,6,390
5,55.3,1,8,614
13,100.0,1,10,654
2,54.5,2,8,439
13,55.8,1,16,813
4,67.8,1,7,283
11,74.0,0,10,681
1,40.9,2,7,187
1,73.2,1,7,334
13,79.4,0,16,730
2,69.2,2,0,454
4,61.9,1,8,541
15,97.2,2,20,850
12,95.4,2,9,864
0,36.6,2,6,549
15,97.1,1,23,737
2,46.5,1,5,529
10,100.0,1,19,623
4,84.0,1,15,348
7,41.7,1,9,427
3,86.6,2,5,427
9,99.1,1,8,549
2,68.2,3,3,222
3,83.0,1,11,463
12,97.4,1,17,488
7,66.0,1,11,474
7,100.0,1,6,483
2,47.2,2,8,596
0,61.1,1,6,342
10,88.3,2,19,747
2,94.0,2,1,310
11,70.2,0,11,613
5,76.6,1,8,501
0,58.8,1,4,178
1,73.1,1,6,525
1,66.9,2,8,384
6,75.7,2,7,370
12,86.9,1,9,628
8,86.8,1,11,429
9,53.4,1,8,543
3,61.3,2,9,314
14,77.2,1,18,830
6,80.0,1,13,499
3,77.9,2,3,593
14,87.3,1,13,724
7,68.0,1,15,360
9,59.9,2,16,543
8,82.8,3,14,532
5,66.8,1,7,317
14,96.2,2,14,689
6,71.9,1,7,378
0,59.1,3,8,424
1,62.4,2,6,336
1,39.0,1,4,340
10,78.1,1,5,828
1,70.2,2,4,316
7,32.4,1,14,407
12,89.3,2,15,805
9,100.0,1,10,623
9,48.7,1,14,765
1,70.9,0,3,526
7,77.0,1,10,643
1,53.6,1,4,376
3,68.9,1,8,204
12,90.7,1,18,669
5,74.3,1,9,584
9,88.7,1,7,592
12,41.4,1,9,738
14,90.5,1,14,806
8,79.3,2,5,642
7,39.5,2,8,665
14,92.9,1,14,716
9,76.7,1,12,461
6,70.3,1,13,511
11,88.5,2,18,716
4,31.2,1,4,635
3,68.7,2,8,544
9,64.6,2,10,319
14,100.0,2,16,814
6,60.0,0,10,593
14,92.2,1,14,748
13,98.2,2,16,894
8,64.5,0,9,748
12,60.5,1,10,722
15,99.9,3,17,720
2,53.6,2,9,309
3,55.3,0,5,294
12,84.6,2,14,792
3,54.5,1,7,384
6,57.6,2,15,626
10,86.8,1,18,728
8,86.5,1,9,498
8,92.3,1,12,554
10,60.2,2,12,530
3,73.0,0,7,583
7,79.8,0,8,459
12,67.7,2,15,592
3,82.8,2,13,156
11,66.2,1,8,635
9,85.7,1,13,552
12,72.4,3,16,860
4,51.6,1,7,427
15,100.0,1,17,793
7,97.6,1,9,742
12,93.0,2,14,698
6,84.7,3,10,610
8,71.0,1,11,571
5,75.2,3,13,500
4,69.0,3,7,507
13,89.5,2,5,682
9,96.1,3,16,594
15,95.8,1,16,731
9,77.2,1,14,566
4,41.3,0,9,382
9,71.6,2,7,539
11,100.0,2,13,538
1,64.6,2,8,264
12,61.5,2,12,900
3,66.3,1,10,457
8,86.6,2,17,594
13,55.1,2,9,626
3,80.8,1,4,323
0,56.7,1,5,306
0,61.9,1,7,354
12,73.6,1,10,690
5,97.5,2,11,355
13,83.2,0,16,732
4,67.1,1,8,569
2,70.6,1,9,668
15,99.8,1,17,900
11,100.0,1,13,653
8,81.9,1,7,488
4,96.9,1,11,439
14,73.0,1,14,689
6,53.8,1,6,588
0,49.6,3,11,539
13,66.4,2,21,826
13,89.1,1,14,632
4,65.4,1,2,513
6,88.0,2,12,348
3,73.0,1,5,304
1,77.4,1,3,604
2,82.4,1,10,477
13,66.7,2,11,767
11,93.2,2,10,738
11,80.1,2,11,724
11,70.1,1,12,606
13,83.9,2,10,780
9,76.9,3,12,476
14,68.7,1,14,675
14,91.3,2,19,833
9,88.9,1,6,665
4,66.9,1,4,653
0,35.2,1,6,267
12,71.1,1,18,889
14,100.0,3,12,720
1,53.3,0,2,301
0,89.4,2,7,507
8,77.2,1,11,618
9,100.0,2,10,420
12,57.2,1,12,643
1,56.6,2,5,447
6,73.9,1,8,544
9,54.3,1,12,499
10,93.2,2,13,556
9,86.3,2,10,548
7,87.1,2,16,362
3,87.1,1,6,460
10,66.3,2,13,717
14,95.1,2,16,877
10,53.2,1,14,789
15,97.4,3,19,865
0,47.3,1,5,332
14,84.9,0,13,697
0,66.8,1,4,350
3,61.7,1,6,452
14,84.2,1,18,620
6,50.6,1,9,444
10,96.5,1,11,727
5,77.8,1,12,466
13,75.5,1,10,859
5,58.2,1,7,603
8,67.6,1,10,327
12,75.0,1,22,826
4,60.3,2,4,480
10,100.0,3,15,649
2,72.5,2,6,350
1,62.5,1,4,380
12,68.6,1,14,623
14,84.4,2,18,761
0,50.6,1,2,255
15,81.0,2,12,896
11,57.7,2,13,664
12,63.3,2,13,751
8,42.6,1,10,694
1,64.7,1,6,150
1,45.9,0,8,492
2,45.7,1,8,399
6,80.6,2,9,567
6,100.0,2,9,644
13,91.3,2,21,814
2,49.8,2,10,452
6,100.0,2,7,530
1,69.2,1,4,225
7,65.2,2,6,775
12,86.6,2,12,735
0,44.8,1,12,277
8,87.7,0,10,807
5,58.1,2,8,544
13,83.0,1,13,689
13,85.6,2,13,660
5,54.1,1,5,569
11,74.6,1,8,754
7,72.2,1,9,458
12,88.2,1,12,806
0,48.0,1,4,394
7,74.2,2,19,530
13,100.0,1,10,824
4,61.5,0,11,288
4,73.6,1,6,347
2,57.0,2,4,168
5,87.7,2,4,636
6,72.3,3,18,533
14,90.0,2,9,796
11,82.0,1,13,504
12,75.5,2,13,686
14,57.0,1,18,809
1,39.8,1,7,396
8,79.4,2,12,670
11,61.0,2,9,733
12,79.0,2,14,727
11,67.5,2,11,621
13,89.5,2,19,535
6,70.5,2,7,499
14,100.0,1,11,743
14,100.0,1,19,900
0,73.0,1,5,150
10,71.7,1,11,686
6,31.5,0,11,677
5,66.5,2,14,507
6,67.2,1,14,399
1,79.3,1,4,442
15,100.0,2,17,862
14,57.4,1,18,888
4,61.5,1,4,273
12,84.4,2,13,714
11,90.0,1,11,612
1,59.9,1,7,418
10,80.9,1,14,462
14,88.9,0,8,646
15,86.5,1,10,758
11,70.9,2,17,900
7,65.3,1,7,619
13,84.8,2,15,766
13,73.8,1,15,899
12,62.2,1,16,795
6,90.3,3,15,325
11,90.4,2,14,694
14,93.9,0,9,733
14,95.2,1,18,872
15,86.8,2,17,900
15,93.6,1,12,732
7,54.0,1,16,453
0,37.3,2,8,343
7,63.8,1,12,558
7,70.5,1,13,388
5,95.3,1,10,421
5,82.2,1,7,500
12,87.2,1,10,534
1,69.6,0,6,530
7,84.8,2,4,578
14,79.4,2,11,795
12,80.9,1,16,809
15,94.8,2,20,723
1,43.7,1,3,458
12,55.9,1,9,789
5,78.2,1,6,670
6,55.6,1,12,483
9,65.7,1,12,672
9,57.8,0,7,585
3,54.0,2,8,440
15,100.0,3,18,658
1,88.2,1,5,344
2,82.4,1,5,468
14,77.6,2,15,841
13,100.0,2,15,900
5,38.2,1,6,244
12,89.0,1,11,528
3,50.0,0,7,150
11,88.6,2,19,459
2,52.9,2,6,561
4,42.2,0,4,441
5,86.9,3,6,150
15,84.5,2,16,841
12,70.4,1,14,716
2,70.4,1,2,354
12,82.2,1,13,900
15,100.0,1,18,796
11,75.3,1,12,715
10,89.8,2,10,776
15,100.0,3,15,663
6,61.8,0,2,511
6,93.4,2,11,429
12,89.8,0,12,602
5,83.8,0,7,431
11,93.0,2,12,641
14,95.6,2,18,763
10,67.5,1,13,726
8,100.0,3,10,709
3,71.4,1,7,379
9,97.3,2,10,584
0,66.1,1,6,150
3,60.0,2,13,338
10,67.2,1,11,802
3,86.2,2,6,498
9,76.9,1,11,539
10,76.9,1,12,716
6,58.6,2,9,519
13,73.3,3,25,748
15,84.2,0,18,687
7,55.9,1,10,765
10,88.8,1,4,593
11,80.7,2,16,642
6,59.3,2,11,616
3,62.1,1,13,473
8,40.9,1,7,599
4,55.5,1,11,625
10,100.0,2,18,600
9,76.8,3,18,689
4,50.0,0,5,582
0,71.3,1,6,376
5,66.8,2,9,585
4,48.9,1,8,366
2,58.8,2,9,306
3,93.1,2,2,384
11,80.1,3,12,626
13,63.7,1,12,734
14,100.0,3,19,900
14,92.4,2,21,661
3,60.3,2,4,454
2,63.2,1,14,340
12,99.4,2,20,731
8,89.5,0,7,437
3,71.5,1,5,406
2,90.5,2,8,494
1,57.6,1,6,394
2,48.6,3,10,411
6,60.1,1,5,395
11,57.7,1,14,655
8,69.0,1,14,561
5,71.0,1,7,568
9,65.7,1,10,685
8,95.0,1,11,779
12,71.8,1,7,717
13,79.3,2,20,753
0,67.5,1,8,398
0,67.2,2,4,392
3,68.8,1,7,464
13,76.5,2,25,709
5,51.3,1,10,423
14,78.7,1,12,900
5,65.3,0,8,405
1,34.7,2,4,179
13,83.2,2,15,699
0,44.7,2,8,186
11,64.6,2,18,494
8,63.5,2,17,659
12,59.0,1,13,780
10,66.3,1,16,670
7,55.3,1,9,545
1,44.4,0,3,205
1,57.3,1,5,317
15,84.2,2,20,850
0,75.8,2,3,581
7,81.5,1,8,681
13,81.3,1,14,763
13,95.7,2,23,844
7,100.0,2,12,829
6,74.4,1,6,548
10,67.3,1,12,592
1,67.4,2,6,439
15,100.0,2,13,892
8,57.3,1,12,667
10,59.0,2,14,728
6,58.7,1,10,430
15,100.0,2,14,881
13,93.3,2,16,638
1,59.1,1,7,417
15,84.6,1,14,845
11,72.2,2,11,606
14,100.0,2,20,900
2,89.0,2,2,451
10,68.7,1,12,663
8,100.0,2,13,666
11,67.0,0,9,900
4,84.3,2,8,440
9,85.0,2,14,635
2,70.6,2,5,479
8,83.4,1,15,413
13,57.6,1,21,763
2,78.8,0,8,471
6,90.6,3,15,413
12,89.0,1,16,559
10,82.4,1,11,610
5,59.4,2,7,311
4,68.6,1,7,279
4,74.3,1,9,309
12,94.0,2,15,706
5,86.3,1,10,489
0,40.3,2,5,436
14,100.0,1,20,790
3,71.3,1,7,447
4,51.9,1,10,552
4,81.2,2,9,551
11,86.4,3,15,736
9,71.9,2,12,628
3,87.5,1,8,599
4,97.6,3,12,598
6,55.9,0,10,421
1,56.8,2,8,327
12,75.5,1,11,751
0,65.5,1,6,514
14,100.0,1,10,773
15,76.8,2,19,778
10,94.5,2,11,545
6,80.2,1,7,444
3,70.9,2,4,772
12,63.0,2,12,627
0,39.4,1,5,376
3,44.5,0,3,385
4,67.3,0,7,664
8,59.2,1,10,580
2,51.8,0,5,358
13,74.9,3,11,900
10,81.6,1,13,512
3,61.8,1,11,277
0,46.1,1,4,194
13,76.5,3,17,816
10,42.2,1,8,542
11,89.3,1,16,865
7,62.5,1,9,352
14,99.0,1,12,549
8,73.5,0,12,518
2,87.7,1,7,553
5,69.4,2,6,467
9,88.0,3,16,701
0,42.7,2,2,343
13,92.1,1,14,806
4,65.0,2,10,720
7,81.3,0,10,530
0,46.6,2,7,398
11,80.1,0,14,523
1,65.6,2,9,334
12,100.0,2,16,650
7,61.0,1,7,522
5,78.8,1,7,436
10,70.6,1,14,686
2,44.4,1,12,348
8,85.3,2,18,651
5,58.4,2,8,543
12,93.4,1,13,665
12,78.6,2,10,683
14,98.2,2,13,900
3,62.8,2,10,417
9,100.0,3,14,525
6,89.1,1,10,526
3,56.8,1,13,217
15,71.7,1,15,900
6,51.2,0,15,427
13,65.7,2,18,849
3,63.7,2,5,514
4,60.0,0,4,520
12,83.1,2,16,900
1,56.3,1,7,150
10,65.4,1,11,900
11,62.9,1,10,779
12,72.2,1,12,695
15,100.0,1,15,714
6,70.3,2,10,615
11,89.9,2,11,707
10,55.0,2,13,547
15,77.7,1,15,789
0,45.2,2,8,319
10,83.2,2,6,661
14,100.0,2,15,788
12,100.0,3,19,748
4,52.5,2,10,597
11,90.9,2,24,682
8,67.9,3,13,668
14,59.7,0,10,777
3,80.9,1,7,391
7,58.5,1,11,552
6,59.2,0,4,558
1,80.9,1,4,150
15,91.2,1,11,892
5,69.1,1,3,603
6,73.0,3,14,609
9,100.0,1,8,491
13,79.6,3,18,472
7,83.1,1,9,346
2,84.9,1,6,412
0,73.0,1,6,311
5,68.0,1,10,611
13,84.1,2,16,753
8,66.0,2,8,615
15,94.8,0,13,839
4,71.5,1,8,413
15,99.3,2,10,572
7,86.8,2,8,713
8,94.5,1,7,678
12,96.7,1,11,771
3,49.8,2,6,486
11,82.4,1,8,845
12,68.7,1,11,724
6,82.5,1,11,467
15,100.0,2,18,838
8,90.0,2,11,654
8,85.9,1,8,671
0,60.5,3,8,203
12,100.0,1,17,694
8,79.7,1,11,468
1,48.3,1,8,424
5,50.9,1,9,538
5,55.4,0,14,701
13,95.0,2,15,900
13,85.8,1,11,771
5,44.8,3,10,399
6,84.4,2,5,516
14,56.0,2,23,734
11,88.1,2,18,667
9,91.6,1,9,477
14,87.1,1,12,776
6,78.4,2,7,377
15,100.0,1,17,646
3,59.7,2,6,388
4,63.4,1,5,584
4,71.9,1,7,276
0,66.8,2,4,488
11,76.9,2,14,804
13,88.7,3,17,613
4,64.6,2,7,410
0,46.0,1,7,466
7,89.6,2,8,512
15,91.1,0,17,598
14,100.0,2,16,712
6,92.7,1,14,424
7,58.2,1,13,545
2,47.8,0,6,308
0,92.1,1,5,480
15,79.0,2,18,900
10,100.0,1,11,339
9,59.9,1,11,672
3,46.7,1,8,515
10,68.5,2,11,714
9,64.8,2,17,544
12,79.5,1,9,645
6,63.7,1,14,627
2,42.7,2,6,165
13,94.2,2,7,844
7,68.6,1,13,562
1,66.1,2,11,208
9,89.5,1,14,853
12,100.0,2,17,436
7,45.9,1,8,593
2,59.2,1,1,389
4,52.2,2,9,481
0,76.3,0,1,223
0,71.2,2,6,375
7,52.4,1,8,584
3,46.8,1,5,443
8,71.6,3,18,499
2,65.3,1,4,615
4,61.0,1,6,252
1,60.1,1,9,293
3,80.5,1,8,455
8,55.4,2,10,635
2,67.8,1,4,340
0,63.3,2,13,329
